iter	Passed	Remaining
408	31816	45975
409	31898	45902
410	31976	45825
411	32043	45732
412	32114	45645
413	32199	45576
414	32276	45498
415	32355	45421
416	324417	32390417	324418	32469418	325419	32559419	326420	32643420	327421	32704421	327422	32775422	328423	32855423	32973	44793
424	33053	44719
425	33123	44630
426	33203	44556
427	332428	33212428	333429	33298429	334430	33374430	334431	33454431	335432	33525432	336433	33604433	337434	33682434	337435	33765435	338436	33833436	339437	33910437	340438	33982438	34124	43607
439	34217	43550
440	34292	43467
441	34380	43402
442	34453	43319
443	345444	34489444	34606	43161
445	346446	34634446	34766	43010
447	34862	42955
448	34950	42889
449	35024	42807
450	35113	42743
451	35185	42658
452	35265	42582
453	35342	42503
454	354455	35362455	354456	35450456	355457	35522457	356458	35592458	357459	35673459	35804	42031
460	358461	35835461	359462	35904462	360463	35980463	361464	36065464	361465	36142465	362466	36224466	363467	36343467	364468	36435468	365469	36500469	366470	36599470	366471	36668471	367472	36754	40950
473	36826	40866
474	36907	40792
475	36982	40711
476	37055	40628
477	37136	40555
478	37211	40474
479	37308	40417
480	37387	40341
481	37462	40260
482	37543	40186
483	37630	40118
484	37708	40040
485	37798	39976
486	37865	39887
487	37941	39807
488	38016	39726
489	38096	39651
490	38185	39584
491	38269	39513
492	38335	39424
493	38421	39354
494	38504	39282
495	38609	39232
496	38672	39139
497	38754	39065
498	38837	38992
499	38908	38908
500	38982	38826
501	39085	38774
502	39151	38684
503	39213	38590
504	39287	38510
505	39368	38434
506	39449	38359
507	39512	38268
508	39569	38170
509	39634	38079
510	39708	37999
511	39783	37918
512	39861	37840
513	39929	37754
514	39999	37669
515	40077	37592
516	40154	37513
517	40233	37437
518	40314	37363
519	40396	37289
520	40478	37215
521	40560	37141
522	40650	37075
523	40722	36992
524	40814	36926
525	40886	36844
526	40965	36768
527	41042	36689
528	41129	36619
529	41198	36534
530	41272	36453
531	41358	36382
532	41433	36302
533	41499	36214
534	41584	36143
535	41659	36063
536	41730	35979
537	41829	35920
538	41902	35838
539	41990	35769
540	42061	35686
541	42131	35601
542	42219	35532
543	42299	35457
544	42376	35378
545	42463	35308
546	42547	35235
547	42625	35158
548	42693	35072
549	42776	34998
550	42844	34913
551	42915	34829
552	42990	34750
553	43073	34676
554	43150	34597
555	43222	34515
556	43299	34437
557	43368	34353
558	43458	34284
559	43549	34217
560	43623	34137
561	43704	34061
562	43769	33973
563	43843	33893
564	43910	33807
565	43985	33727
566	44066	33652
567	44150	33579
568	44224	33498
569	44302	33421
570	44377	33341
571	44466	33271
572	44531	33184
573	44619	33114
574	44688	33030
575	44766	32953
576	44855	32883
577	44932	32805
578	45023	32737
579	45095	32655
580	45168	32574
581	45266	32511
582	45358	32443
583	45455	32379
584	45542	32308
585	45620	32230
586	45695	32150
587	45756	32060
588	45832	31981
589	45914	31906
590	45995	31830
591	46069	31750
592	46144	31670
593	46227	31596
594	46304	31518
595	46375	31435
596	46452	31357
597	46533	31281
598	46610	31203
599	46681	31120
600	46757	31041
601	46836	30965
602	46901	30878
603	46965	30791
604	47040	30712
605	47108	30628
606	47182	30547
607	47265	30473
608	47343	30396
609	47417	30315
610	47482	30230
611	47545	30143
612	47611	30058
613	47684	29977
614	47753	29894
615	47846	29826
616	47911	29740
617	47995	29666
618	48069	29587
619	48142	29506
620	48219	29428
621	48284	29343
622	48360	29264
623	48434	29185
624	48522	29113
625	48600	29036
626	48670	28954
627	48753	28879
628	48850	28813
629	48938	28741
630	49017	28664
631	49094	28586
632	49170	28507
633	49243	28427
634	49314	28346
635	49403	28275
636	49467	28189
637	49533	28105
638	49596	28019
639	49670	27939
640	49757	27867
641	49831	27787
642	49907	27709
643	49980	27629
644	50039	27540
645	50108	27458
646	50186	273646647	50254	272647648	50318	272648649	50393	271649650	50472	270650651	50549	269651652	50636	269652653	50707	268653654	50792	267654655	50874	266655656	50956	266656657	51026	265657658	51110	264658659	51199	263659660	51283	263660661	51367	262661662	51451	26152
663	51531	26076
664	51610	25999
665	51686	25920
666	51762	25842
667	51838	25764
668	51922	25689
669	51994	25609
670	52072	25531
671	52152	25455
672	52242	25383
673	52326	25309
674	52415	25237
675	52510	25167
676	52601	25096
677	52690	25024
678	52776	24950
679	52857	24874
680	52972	24813
681	53052	24736
682	53128	24658
683	53194	24575
684	53258	24490
685	53337	24414
686	53407	24332
687	53495	24259
688	53577	24183
689	53663	24109
690	53740	24031
691	53803	23947
692	53880	23869
693	53953	23789
694	54041	23716
695	54102	23630
696	54174	23550
697	54241	23468
698	54311	23387
699	54390	23310
700	54450	23225
701	54570	23165
702	54637	23083
703	54715	23005
704	54791	22927
705	54881	22854
706	54964	22778
707	55035	22698
708	55143	22632
709	55225	22556
710	55300	22478
711	55366	22395
712	55452	22320
713	55525	22241
714	55598	22161
715	55682	22086
716	55759	22008
717	55828	21927
718	55896	21845
719	55985	21771
720	56055	21691
721	56133	21613
722	56219	21539
723	56289	21458
724	56364	21379
725	56434	21299
726	56510	21220
727	56590	21143
728	56676	21068
729	56752	20990
730	56815	20907
731	56888	20827
732	56972	20752
733	57058	20678
734	57130	20598
735	57202	20518
736	57288	20443
737	57363	20364
738	57433	20284
739	57500	20202
740	57576	20124
741	57643	20043
742	57722	19965
743	57790	19885
744	57862	19805
745	57937	19726
746	57999	19643
747	58067	19562
748	58135	19482
749	58220	19406
750	58284	19324
751	58358	19245
752	58442	19170
753	58518	19092
754	58595	19014
755	58673	18937
756	58754	18860
757	58811	18776
758	58872	18693
759	58945	18614
760	59016	18534
761	59098	18458
762	59172	18379
763	59242	18300
764	59316	18221
765	59387	18141
766	59459	18062
767	59548	17988
768	59622	17910
769	59712	17836
770	59794	17759
771	59894	17688
772	59967	17610
773	60040	17531
774	60109	17451
775	60174	17369
776	60244	17290
777	60317	17211
778	60385	17131
779	60459	17052
780	60520	16970
781	60597	16892
782	60677	16816
783	60752	16737
784	60841	16663
785	60928	16588
786	60999	16509
787	61086	16434
788	61163	16356
789	61236	16278
790	61309	16199
791	61386	16121
792	61477	16047
793	61556	15970
794	61634	15893
795	61720	15817
796	61805	15742
797	61866	15660
798	61949	15584
799	62016	15504
800	62084	15424
801	62154	15344
802	62243	15270
803	62324	15193
804	62411	15118
805	62494	15042
806	62572	14964
807	62658	14889
808	62734	14811
809	62818	14735
810	62883	14654
811	62954	14575
812	63024	14496
813	63103	14419
814	63180	14341
815	63270	14266
816	63355	14190
817	63440	14115
818	63512	14036
819	63591	13959
820	63667	13881
821	63746	13804
822	63831	13728
823	63907	13650
824	63994	13574
825	64069	13496
826	64148	13419
827	64212	13338
828	64297	13262
829	64373	13184
830	64445	13106
831	64522	13028
832	64615	12954
833	64682	12874
834	64755	12795
835	64826	12717
836	64894	12637
837	64973	12560
838	65032	12479
839	65099	12399
840	65174	12321
841	65247	12243
842	65313	12163
843	65388	12085
844	65469	12009
845	65555	11933
846	65627	11854
847	65693	11775
848	65773	11698
849	65837	11618
850	65913	11540
851	65978	11461
852	66068	11385
853	66160	11310
854	66243	11234
855	66331	11158
856	66406	11080
857	66485	11003
858	66558	10925
859	66628	10846
860	66701	10768
861	66779	10690
862	66860	10613
863	66934	10536
864	66999	10456
865	67071	10378
866	67133	10298
867	67200	10219
868	67284	10142
869	67370	10066
870	67451	9989
871	67543	9914
872	67615	9836
873	67699	9759
874	67773	9681
875	67841	9603
876	67920	9525
877	67988	9447
878	68074	9370
879	68160	9294
880	68227	9215
881	68298	9137
882	68376	9060
883	68471	8984
884	68540	8906
885	68617	8828
886	68695	8751
887	68778	8674
888	68859	8597
889	68925	8518
890	69004	8441
891	69075	8363
892	69161	8286
893	69231	8208
894	69311	8131
895	69387	8053
896	69483	7978
897	69551	7900
898	69640	7823
899	69717	7746
900	69792	7668
901	69871	7591
902	69934	7512
903	70011	7434
904	70088	7357
905	70148	7278
906	70227	7200
907	70304	7123
908	70369	7044
909	70441	6966
910	70526	6890
911	70610	6813
912	70678	6734
913	70767	6658
914	70837	6580
915	70921	6503
916	71006	6426
917	71075	6348
918	71148	6270
919	71219	6193
920	71289	6114
921	71358	6036
922	71428	5958
923	71508	5881
924	71576	5803
925	71654	5726
926	71725	5648
927	71802	5570
928	71876	5493
929	71949	5415
930	72021	5337
931	72118	5261
932	72180	5183
933	72257	5106
934	72334	5028
935	72402	4950
936	72486	4873
937	72575	4797
938	72660	4720
939	72729	4642
940	72815	4565
941	72900	4488
942	72978	4411
943	73051	4333
944	73119	4255
945	73211	4179
946	73283	4101
947	73368	4024
948	73449	3947
949	73536	3870
950	73658	3795
951	73730	3717
952	73808	3640
953	73880	3562
954	73951	3484
955	74034	3407
956	74112	3330
957	74179	3252
958	74249	3174
959	74321	3096
960	74399	3019
961	74463	2941
962	74534	2863
963	74600	2785
964	74675	2708
965	74754	2631
966	74822	2553
967	74888	2475
968	74949	2397
969	75025	2320
970	75086	2242
971	75142	2164
972	75209	2087
973	75274	2009
974	75334	1931
975	75389	1853
976	75438	1775
977	75494	1698
978	75538	1620
979	75583	1542
980	75622	1464
981	75660	1386
982	75704	1309
983	75741	1231
984	75782	1154
985	75814	1076
986	75855	999
987	75891	921
988	75929	844
989	75961	767
990	75993	690
991	76029	613
992	76059	536
993	76090	459
994	76110	382
995	76130	305
996	76147	229
997	76163	152
998	76182	76
999	76199	0
	76999	76896	0
